CTYUA23NM,MidDate,Year,Month,MidDay,MeanTemp
Norfolk,1983-03-16,1983,3,16,6.165412
Norfolk,1983-04-16,1983,4,16,7.004003
Norfolk,1983-05-16,1983,5,16,10.117387
Norfolk,1983-06-16,1983,6,16,14.152615
Norfolk,1983-07-16,1983,7,16,18.232964
Norfolk,1983-08-16,1983,8,16,17.240585
Norfolk,1983-09-16,1983,9,16,13.976343
Norfolk,1983-10-16,1983,10,16,10.542583
Norfolk,1983-11-16,1983,11,16,7.400409
Norfolk,1983-12-16,1983,12,16,4.96817
Norfolk,1984-01-16,1984,1,16,3.139237
Norfolk,1984-02-16,1984,2,16,3.15589
Norfolk,1984-03-16,1984,3,16,4.501717
Norfolk,1984-04-16,1984,4,16,7.254916
Norfolk,1984-05-16,1984,5,16,9.153825
Norfolk,1984-06-16,1984,6,16,13.758761
Norfolk,1984-07-16,1984,7,16,15.770967
Norfolk,1984-08-16,1984,8,16,17.191309
Norfolk,1984-09-16,1984,9,16,13.713163
Norfolk,1984-10-16,1984,10,16,11.246344
Norfolk,1984-11-16,1984,11,16,8.411297
Norfolk,1984-12-16,1984,12,16,4.84955
Norfolk,1985-01-16,1985,1,16,0.321129
Norfolk,1985-02-16,1985,2,16,1.588865
Norfolk,1985-03-16,1985,3,16,4.326738
Norfolk,1985-04-16,1985,4,16,8.486646
Norfolk,1985-05-16,1985,5,16,10.545025
Norfolk,1985-06-16,1985,6,16,12.56103
Norfolk,1985-07-16,1985,7,16,16.473413
Norfolk,1985-08-16,1985,8,16,15.182393
Norfolk,1985-09-16,1985,9,16,14.512448
Norfolk,1985-10-16,1985,10,16,11.407196
Norfolk,1985-11-16,1985,11,16,3.78369
Norfolk,1985-12-16,1985,12,16,6.265308
Norfolk,1986-01-16,1986,1,16,3.198936
Norfolk,1986-02-16,1986,2,16,-1.131408
Norfolk,1986-03-16,1986,3,16,4.82258
Norfolk,1986-04-16,1986,4,16,6.083951
Norfolk,1986-05-16,1986,5,16,11.769371
Norfolk,1986-06-16,1986,6,16,14.392282
Norfolk,1986-07-16,1986,7,16,16.427475
Norfolk,1986-08-16,1986,8,16,14.379939
Norfolk,1986-09-16,1986,9,16,11.539042
Norfolk,1986-10-16,1986,10,16,11.016441
Norfolk,1986-11-16,1986,11,16,7.382648
Norfolk,1986-12-16,1986,12,16,5.315417
Norfolk,1987-01-16,1987,1,16,0.463553
Norfolk,1987-02-16,1987,2,16,3.507093
Norfolk,1987-03-16,1987,3,16,3.431354
Norfolk,1987-04-16,1987,4,16,9.927966
Norfolk,1987-05-16,1987,5,16,9.746166
Norfolk,1987-06-16,1987,6,16,13.148528
Norfolk,1987-07-16,1987,7,16,15.813103
Norfolk,1987-08-16,1987,8,16,15.759552
Norfolk,1987-09-16,1987,9,16,14.140458
Norfolk,1987-10-16,1987,10,16,10.284655
Norfolk,1987-11-16,1987,11,16,6.582666
Norfolk,1987-12-16,1987,12,16,5.76371
Norfolk,1988-01-16,1988,1,16,4.848345
Norfolk,1988-02-16,1988,2,16,4.392661
Norfolk,1988-03-16,1988,3,16,5.809798
Norfolk,1988-04-16,1988,4,16,7.995693
Norfolk,1988-05-16,1988,5,16,11.957678
Norfolk,1988-06-16,1988,6,16,13.50714
Norfolk,1988-07-16,1988,7,16,15.505829
Norfolk,1988-08-16,1988,8,16,16.043934
Norfolk,1988-09-16,1988,9,16,13.485486
Norfolk,1988-10-16,1988,10,16,10.769567
Norfolk,1988-11-16,1988,11,16,5.206848
Norfolk,1988-12-16,1988,12,16,6.199553
Norfolk,1989-01-16,1989,1,16,5.197492
Norfolk,1989-02-16,1989,2,16,5.405763
Norfolk,1989-03-16,1989,3,16,7.53175
Norfolk,1989-04-16,1989,4,16,6.45854
Norfolk,1989-05-16,1989,5,16,12.634737
Norfolk,1989-06-16,1989,6,16,14.218938
Norfolk,1989-07-16,1989,7,16,17.754679
Norfolk,1989-08-16,1989,8,16,17.045034
Norfolk,1989-09-16,1989,9,16,15.397909
Norfolk,1989-10-16,1989,10,16,12.102739
Norfolk,1989-11-16,1989,11,16,6.36956
Norfolk,1989-12-16,1989,12,16,5.275311
Norfolk,1990-01-16,1990,1,16,6.149624
Norfolk,1990-02-16,1990,2,16,7.329739
Norfolk,1990-03-16,1990,3,16,8.406344
Norfolk,1990-04-16,1990,4,16,8.1044
Norfolk,1990-05-16,1990,5,16,12.38723
Norfolk,1990-06-16,1990,6,16,13.873965
Norfolk,1990-07-16,1990,7,16,16.496155
Norfolk,1990-08-16,1990,8,16,18.572628
Norfolk,1990-09-16,1990,9,16,13.198691
Norfolk,1990-10-16,1990,10,16,12.32885
Norfolk,1990-11-16,1990,11,16,6.816952
Norfolk,1990-12-16,1990,12,16,4.378559
Norfolk,1991-01-16,1991,1,16,3.449449
Norfolk,1991-02-16,1991,2,16,1.330634
Norfolk,1991-03-16,1991,3,16,7.849179
Norfolk,1991-04-16,1991,4,16,7.822796
Norfolk,1991-05-16,1991,5,16,10.220223
Norfolk,1991-06-16,1991,6,16,12.619448
Norfolk,1991-07-16,1991,7,16,17.739878
Norfolk,1991-08-16,1991,8,16,17.787142
Norfolk,1991-09-16,1991,9,16,14.664836
Norfolk,1991-10-16,1991,10,16,10.308767
Norfolk,1991-11-16,1991,11,16,6.286027
Norfolk,1991-12-16,1991,12,16,3.979754
Norfolk,1992-01-16,1992,1,16,3.680991
Norfolk,1992-02-16,1992,2,16,4.899227
Norfolk,1992-03-16,1992,3,16,7.089888
Norfolk,1992-04-16,1992,4,16,8.689478
Norfolk,1992-05-16,1992,5,16,13.538426
Norfolk,1992-06-16,1992,6,16,15.680706
Norfolk,1992-07-16,1992,7,16,16.986526
Norfolk,1992-08-16,1992,8,16,16.553835
Norfolk,1992-09-16,1992,9,16,13.81546
Norfolk,1992-10-16,1992,10,16,8.064122
Norfolk,1992-11-16,1992,11,16,6.94893
Norfolk,1992-12-16,1992,12,16,3.746394
Norfolk,1993-01-16,1993,1,16,5.358341
Norfolk,1993-02-16,1993,2,16,4.111689
Norfolk,1993-03-16,1993,3,16,6.350543
Norfolk,1993-04-16,1993,4,16,9.428506
Norfolk,1993-05-16,1993,5,16,11.766607
Norfolk,1993-06-16,1993,6,16,14.642304
Norfolk,1993-07-16,1993,7,16,15.646513
Norfolk,1993-08-16,1993,8,16,15.061813
Norfolk,1993-09-16,1993,9,16,13.018295
Norfolk,1993-10-16,1993,10,16,9.308522
Norfolk,1993-11-16,1993,11,16,5.047207
Norfolk,1993-12-16,1993,12,16,5.25491
Norfolk,1994-01-16,1994,1,16,4.73992
Norfolk,1994-02-16,1994,2,16,2.915012
Norfolk,1994-03-16,1994,3,16,7.577043
Norfolk,1994-04-16,1994,4,16,8.427643
Norfolk,1994-05-16,1994,5,16,10.9673
Norfolk,1994-06-16,1994,6,16,15.04909
Norfolk,1994-07-16,1994,7,16,18.654055
Norfolk,1994-08-16,1994,8,16,16.67778
Norfolk,1994-09-16,1994,9,16,13.173957
Norfolk,1994-10-16,1994,10,16,10.158463
Norfolk,1994-11-16,1994,11,16,9.439474
Norfolk,1994-12-16,1994,12,16,5.947315
Norfolk,1995-01-16,1995,1,16,4.295109
Norfolk,1995-02-16,1995,2,16,5.973143
Norfolk,1995-03-16,1995,3,16,5.441948
Norfolk,1995-04-16,1995,4,16,8.811844
Norfolk,1995-05-16,1995,5,16,11.806393
Norfolk,1995-06-16,1995,6,16,13.254705
Norfolk,1995-07-16,1995,7,16,18.710983
Norfolk,1995-08-16,1995,8,16,18.385521
Norfolk,1995-09-16,1995,9,16,13.935663
Norfolk,1995-10-16,1995,10,16,13.022303
Norfolk,1995-11-16,1995,11,16,7.785345
Norfolk,1995-12-16,1995,12,16,2.198227
Norfolk,1996-01-16,1996,1,16,3.539879
Norfolk,1996-02-16,1996,2,16,2.110474
Norfolk,1996-03-16,1996,3,16,3.563455
Norfolk,1996-04-16,1996,4,16,8.360018
Norfolk,1996-05-16,1996,5,16,9.199747
Norfolk,1996-06-16,1996,6,16,14.533355
Norfolk,1996-07-16,1996,7,16,16.605196
Norfolk,1996-08-16,1996,8,16,16.884783
Norfolk,1996-09-16,1996,9,16,13.742909
Norfolk,1996-10-16,1996,10,16,11.314062
Norfolk,1996-11-16,1996,11,16,5.775057
Norfolk,1996-12-16,1996,12,16,2.814576
Norfolk,1997-01-16,1997,1,16,1.812059
Norfolk,1997-02-16,1997,2,16,6.270835
Norfolk,1997-03-16,1997,3,16,8.059172
Norfolk,1997-04-16,1997,4,16,8.45336
Norfolk,1997-05-16,1997,5,16,11.72239
Norfolk,1997-06-16,1997,6,16,14.388268
Norfolk,1997-07-16,1997,7,16,16.671358
Norfolk,1997-08-16,1997,8,16,19.587927
Norfolk,1997-09-16,1997,9,16,14.590746
Norfolk,1997-10-16,1997,10,16,10.343706
Norfolk,1997-11-16,1997,11,16,8.222754
Norfolk,1997-12-16,1997,12,16,5.734698
Norfolk,1998-01-16,1998,1,16,4.995275
Norfolk,1998-02-16,1998,2,16,7.049808
Norfolk,1998-03-16,1998,3,16,7.783959
Norfolk,1998-04-16,1998,4,16,8.362046
Norfolk,1998-05-16,1998,5,16,12.705575
Norfolk,1998-06-16,1998,6,16,15.112924
Norfolk,1998-07-16,1998,7,16,16.041737
Norfolk,1998-08-16,1998,8,16,16.294781
Norfolk,1998-09-16,1998,9,16,14.936284
Norfolk,1998-10-16,1998,10,16,10.591049
Norfolk,1998-11-16,1998,11,16,5.007303
Norfolk,1998-12-16,1998,12,16,5.332928
Norfolk,1999-01-16,1999,1,16,5.339981
Norfolk,1999-02-16,1999,2,16,4.5355
Norfolk,1999-03-16,1999,3,16,7.475353
Norfolk,1999-04-16,1999,4,16,9.620342
Norfolk,1999-05-16,1999,5,16,13.271729
Norfolk,1999-06-16,1999,6,16,13.942432
Norfolk,1999-07-16,1999,7,16,17.803465
Norfolk,1999-08-16,1999,8,16,16.72368
Norfolk,1999-09-16,1999,9,16,16.401457
Norfolk,1999-10-16,1999,10,16,10.968795
Norfolk,1999-11-16,1999,11,16,7.714877
Norfolk,1999-12-16,1999,12,16,4.218507
Norfolk,2000-01-16,2000,1,16,4.787827
Norfolk,2000-02-16,2000,2,16,5.8311
Norfolk,2000-03-16,2000,3,16,7.250336
Norfolk,2000-04-16,2000,4,16,8.535533
Norfolk,2000-05-16,2000,5,16,12.18224
Norfolk,2000-06-16,2000,6,16,15.471551
Norfolk,2000-07-16,2000,7,16,14.795176
Norfolk,2000-08-16,2000,8,16,17.24382
Norfolk,2000-09-16,2000,9,16,15.679957
Norfolk,2000-10-16,2000,10,16,10.583087
Norfolk,2000-11-16,2000,11,16,6.868916
Norfolk,2000-12-16,2000,12,16,5.494949
Norfolk,2001-01-16,2001,1,16,3.283267
Norfolk,2001-02-16,2001,2,16,4.313713
Norfolk,2001-03-16,2001,3,16,5.225415
Norfolk,2001-04-16,2001,4,16,7.757344
Norfolk,2001-05-16,2001,5,16,12.232123
Norfolk,2001-06-16,2001,6,16,14.052185
Norfolk,2001-07-16,2001,7,16,17.434801
Norfolk,2001-08-16,2001,8,16,17.55352
Norfolk,2001-09-16,2001,9,16,13.388065
Norfolk,2001-10-16,2001,10,16,13.806843
Norfolk,2001-11-16,2001,11,16,7.070153
Norfolk,2001-12-16,2001,12,16,3.609329
Norfolk,2002-01-16,2002,1,16,5.154645
Norfolk,2002-02-16,2002,2,16,6.894959
Norfolk,2002-03-16,2002,3,16,7.425764
Norfolk,2002-04-16,2002,4,16,9.288697
Norfolk,2002-05-16,2002,5,16,12.188144
Norfolk,2002-06-16,2002,6,16,15.21118
Norfolk,2002-07-16,2002,7,16,16.577389
Norfolk,2002-08-16,2002,8,16,17.900591
Norfolk,2002-09-16,2002,9,16,14.639456
Norfolk,2002-10-16,2002,10,16,10.070269
Norfolk,2002-11-16,2002,11,16,8.180097
Norfolk,2002-12-16,2002,12,16,5.604628
Norfolk,2003-01-16,2003,1,16,4.317584
Norfolk,2003-02-16,2003,2,16,3.927161
Norfolk,2003-03-16,2003,3,16,6.990092
Norfolk,2003-04-16,2003,4,16,9.472274
Norfolk,2003-05-16,2003,5,16,12.587628
Norfolk,2003-06-16,2003,6,16,16.424267
Norfolk,2003-07-16,2003,7,16,18.046181
Norfolk,2003-08-16,2003,8,16,18.242483
Norfolk,2003-09-16,2003,9,16,14.47728
Norfolk,2003-10-16,2003,10,16,9.342439
Norfolk,2003-11-16,2003,11,16,8.19202
Norfolk,2003-12-16,2003,12,16,4.793856
Norfolk,2004-01-16,2004,1,16,4.601028
Norfolk,2004-02-16,2004,2,16,5.502509
Norfolk,2004-03-16,2004,3,16,6.523468
Norfolk,2004-04-16,2004,4,16,9.624897
Norfolk,2004-05-16,2004,5,16,11.926819
Norfolk,2004-06-16,2004,6,16,15.83076
Norfolk,2004-07-16,2004,7,16,16.290384
Norfolk,2004-08-16,2004,8,16,18.089947
Norfolk,2004-09-16,2004,9,16,15.076542
Norfolk,2004-10-16,2004,10,16,11.106762
Norfolk,2004-11-16,2004,11,16,7.631293
Norfolk,2004-12-16,2004,12,16,4.728192
Norfolk,2005-01-16,2005,1,16,5.588926
Norfolk,2005-02-16,2005,2,16,4.013672
Norfolk,2005-03-16,2005,3,16,6.721775
Norfolk,2005-04-16,2005,4,16,9.15752
Norfolk,2005-05-16,2005,5,16,11.801386
Norfolk,2005-06-16,2005,6,16,15.395647
Norfolk,2005-07-16,2005,7,16,16.650059
Norfolk,2005-08-16,2005,8,16,16.054226
Norfolk,2005-09-16,2005,9,16,15.794967
Norfolk,2005-10-16,2005,10,16,13.62978
Norfolk,2005-11-16,2005,11,16,6.486665
Norfolk,2005-12-16,2005,12,16,4.024342
Norfolk,2006-01-16,2006,1,16,4.078736
Norfolk,2006-02-16,2006,2,16,3.99076
Norfolk,2006-03-16,2006,3,16,4.812155
Norfolk,2006-04-16,2006,4,16,8.474099
Norfolk,2006-05-16,2006,5,16,12.633044
Norfolk,2006-06-16,2006,6,16,15.658525
Norfolk,2006-07-16,2006,7,16,19.959545
Norfolk,2006-08-16,2006,8,16,16.293236
Norfolk,2006-09-16,2006,9,16,17.465532
Norfolk,2006-10-16,2006,10,16,13.45589
Norfolk,2006-11-16,2006,11,16,8.258025
Norfolk,2006-12-16,2006,12,16,6.140321
Norfolk,2007-01-16,2007,1,16,6.74722
Norfolk,2007-02-16,2007,2,16,5.835206
Norfolk,2007-03-16,2007,3,16,7.287977
Norfolk,2007-04-16,2007,4,16,10.942616
Norfolk,2007-05-16,2007,5,16,12.256772
Norfolk,2007-06-16,2007,6,16,15.042228
Norfolk,2007-07-16,2007,7,16,16.228714
Norfolk,2007-08-16,2007,8,16,15.987144
Norfolk,2007-09-16,2007,9,16,14.432128
Norfolk,2007-10-16,2007,10,16,10.820631
Norfolk,2007-11-16,2007,11,16,6.762876
Norfolk,2007-12-16,2007,12,16,4.998976
Norfolk,2008-01-16,2008,1,16,6.533401
Norfolk,2008-02-16,2008,2,16,5.164073
Norfolk,2008-03-16,2008,3,16,5.986904
Norfolk,2008-04-16,2008,4,16,8.206586
Norfolk,2008-05-16,2008,5,16,13.066218
Norfolk,2008-06-16,2008,6,16,14.632508
Norfolk,2008-07-16,2008,7,16,17.048597
Norfolk,2008-08-16,2008,8,16,17.314217
Norfolk,2008-09-16,2008,9,16,13.903996
Norfolk,2008-10-16,2008,10,16,9.727445
Norfolk,2008-11-16,2008,11,16,7.128694
Norfolk,2008-12-16,2008,12,16,3.599018
Norfolk,2009-01-16,2009,1,16,2.744173
Norfolk,2009-02-16,2009,2,16,4.119698
Norfolk,2009-03-16,2009,3,16,6.634154
Norfolk,2009-04-16,2009,4,16,10.10482
Norfolk,2009-05-16,2009,5,16,12.723031
Norfolk,2009-06-16,2009,6,16,14.683372
Norfolk,2009-07-16,2009,7,16,16.970087
Norfolk,2009-08-16,2009,8,16,18.133398
Norfolk,2009-09-16,2009,9,16,15.110736
Norfolk,2009-10-16,2009,10,16,11.587981
Norfolk,2009-11-16,2009,11,16,8.661678
Norfolk,2009-12-16,2009,12,16,3.2848
Norfolk,2010-01-16,2010,1,16,1.333465
Norfolk,2010-02-16,2010,2,16,2.504836
Norfolk,2010-03-16,2010,3,16,6.335839
Norfolk,2010-04-16,2010,4,16,8.875594
Norfolk,2010-05-16,2010,5,16,10.697599
Norfolk,2010-06-16,2010,6,16,15.135605
Norfolk,2010-07-16,2010,7,16,18.776423
Norfolk,2010-08-16,2010,8,16,16.183006
Norfolk,2010-09-16,2010,9,16,14.144582
Norfolk,2010-10-16,2010,10,16,10.902393
Norfolk,2010-11-16,2010,11,16,5.684087
Norfolk,2010-12-16,2010,12,16,0.062458
Norfolk,2011-01-16,2011,1,16,4.127074
Norfolk,2011-02-16,2011,2,16,6.152318
Norfolk,2011-03-16,2011,3,16,6.480102
Norfolk,2011-04-16,2011,4,16,11.756641
Norfolk,2011-05-16,2011,5,16,13.2325
Norfolk,2011-06-16,2011,6,16,15.042424
Norfolk,2011-07-16,2011,7,16,15.43883
Norfolk,2011-08-16,2011,8,16,16.23584
Norfolk,2011-09-16,2011,9,16,15.91646
Norfolk,2011-10-16,2011,10,16,12.839935
Norfolk,2011-11-16,2011,11,16,9.429443
Norfolk,2011-12-16,2011,12,16,5.296878
Norfolk,2012-01-16,2012,1,16,5.321949
Norfolk,2012-02-16,2012,2,16,3.70395
Norfolk,2012-03-16,2012,3,16,7.53764
Norfolk,2012-04-16,2012,4,16,7.555278
Norfolk,2012-05-16,2012,5,16,11.82699
Norfolk,2012-06-16,2012,6,16,14.015795
Norfolk,2012-07-16,2012,7,16,15.996168
Norfolk,2012-08-16,2012,8,16,17.615391
Norfolk,2012-09-16,2012,9,16,13.571079
Norfolk,2012-10-16,2012,10,16,9.837508
Norfolk,2012-11-16,2012,11,16,6.635641
Norfolk,2012-12-16,2012,12,16,4.556833
Norfolk,2013-01-16,2013,1,16,2.807692
Norfolk,2013-02-16,2013,2,16,2.790928
Norfolk,2013-03-16,2013,3,16,2.785679
Norfolk,2013-04-16,2013,4,16,7.806376
Norfolk,2013-05-16,2013,5,16,10.489851
Norfolk,2013-06-16,2013,6,16,13.773692
Norfolk,2013-07-16,2013,7,16,17.953489
Norfolk,2013-08-16,2013,8,16,17.845703
Norfolk,2013-09-16,2013,9,16,14.100807
Norfolk,2013-10-16,2013,10,16,12.629824
Norfolk,2013-11-16,2013,11,16,6.382254
Norfolk,2013-12-16,2013,12,16,5.682291
Norfolk,2014-01-16,2014,1,16,5.431095
Norfolk,2014-02-16,2014,2,16,6.431592
Norfolk,2014-03-16,2014,3,16,7.939183
Norfolk,2014-04-16,2014,4,16,10.504961
Norfolk,2014-05-16,2014,5,16,12.980436
Norfolk,2014-06-16,2014,6,16,15.013718
Norfolk,2014-07-16,2014,7,16,18.220009
Norfolk,2014-08-16,2014,8,16,15.929709
Norfolk,2014-09-16,2014,9,16,15.202027
Norfolk,2014-10-16,2014,10,16,13.134256
Norfolk,2014-11-16,2014,11,16,8.714481
Norfolk,2014-12-16,2014,12,16,5.177881
Norfolk,2015-01-16,2015,1,16,3.973395
Norfolk,2015-02-16,2015,2,16,4.110389
Norfolk,2015-03-16,2015,3,16,6.586547
Norfolk,2015-04-16,2015,4,16,8.842767
Norfolk,2015-05-16,2015,5,16,11.481035
Norfolk,2015-06-16,2015,6,16,14.35688
Norfolk,2015-07-16,2015,7,16,17.005421
Norfolk,2015-08-16,2015,8,16,17.154436
Norfolk,2015-09-16,2015,9,16,13.058629
Norfolk,2015-10-16,2015,10,16,11.071342
Norfolk,2015-11-16,2015,11,16,9.324685
Norfolk,2015-12-16,2015,12,16,9.556588
Norfolk,2016-01-16,2016,1,16,5.141178
Norfolk,2016-02-16,2016,2,16,4.947565
Norfolk,2016-03-16,2016,3,16,5.851072
Norfolk,2016-04-16,2016,4,16,7.565489
Norfolk,2016-05-16,2016,5,16,12.445635
Norfolk,2016-06-16,2016,6,16,15.026261
Norfolk,2016-07-16,2016,7,16,17.700956
Norfolk,2016-08-16,2016,8,16,17.971827
Norfolk,2016-09-16,2016,9,16,17.018944
Norfolk,2016-10-16,2016,10,16,11.281049
Norfolk,2016-11-16,2016,11,16,6.126263
Norfolk,2016-12-16,2016,12,16,5.670583
Norfolk,2017-01-16,2017,1,16,3.271194
Norfolk,2017-02-16,2017,2,16,6.230432
Norfolk,2017-03-16,2017,3,16,8.857233
Norfolk,2017-04-16,2017,4,16,8.940812
Norfolk,2017-05-16,2017,5,16,13.529382
Norfolk,2017-06-16,2017,6,16,17.044407
Norfolk,2017-07-16,2017,7,16,17.252457
Norfolk,2017-08-16,2017,8,16,16.593397
Norfolk,2017-09-16,2017,9,16,13.955225
Norfolk,2017-10-16,2017,10,16,12.665411
Norfolk,2017-11-16,2017,11,16,6.673193
Norfolk,2017-12-16,2017,12,16,4.527609
Norfolk,2018-01-16,2018,1,16,5.115714
Norfolk,2018-02-16,2018,2,16,2.557232
Norfolk,2018-03-16,2018,3,16,4.910824
Norfolk,2018-04-16,2018,4,16,10.239456
Norfolk,2018-05-16,2018,5,16,13.015306
Norfolk,2018-06-16,2018,6,16,15.607491
Norfolk,2018-07-16,2018,7,16,19.346613
Norfolk,2018-08-16,2018,8,16,17.755239
Norfolk,2018-09-16,2018,9,16,14.428171
Norfolk,2018-10-16,2018,10,16,11.685109
Norfolk,2018-11-16,2018,11,16,8.192999
Norfolk,2018-12-16,2018,12,16,6.378303
Norfolk,2019-01-16,2019,1,16,3.770374
Norfolk,2019-02-16,2019,2,16,6.706105
Norfolk,2019-03-16,2019,3,16,8.029726
Norfolk,2019-04-16,2019,4,16,8.64957
Norfolk,2019-05-16,2019,5,16,11.32107
Norfolk,2019-06-16,2019,6,16,15.458543
Norfolk,2019-07-16,2019,7,16,18.304932
Norfolk,2019-08-16,2019,8,16,18.172716
Norfolk,2019-09-16,2019,9,16,14.779518
Norfolk,2019-10-16,2019,10,16,10.657189
Norfolk,2019-11-16,2019,11,16,6.548032
Norfolk,2019-12-16,2019,12,16,5.642759
Norfolk,2020-01-16,2020,1,16,6.320328
Norfolk,2020-02-16,2020,2,16,6.51498
Norfolk,2020-03-16,2020,3,16,6.625139
Norfolk,2020-04-16,2020,4,16,10.086432
Norfolk,2020-05-16,2020,5,16,12.743182
Norfolk,2020-06-16,2020,6,16,15.429899
Norfolk,2020-07-16,2020,7,16,16.602446
Norfolk,2020-08-16,2020,8,16,18.706568
Norfolk,2020-09-16,2020,9,16,14.69107
Norfolk,2020-10-16,2020,10,16,10.931831
Norfolk,2020-11-16,2020,11,16,8.542766
Norfolk,2020-12-16,2020,12,16,4.647225
Norfolk,2021-01-16,2021,1,16,2.891524
Norfolk,2021-02-16,2021,2,16,4.847434
Norfolk,2021-03-16,2021,3,16,6.985332
Norfolk,2021-04-16,2021,4,16,6.02551
Norfolk,2021-05-16,2021,5,16,10.285116
Norfolk,2021-06-16,2021,6,16,15.904891
Norfolk,2021-07-16,2021,7,16,17.534245
Norfolk,2021-08-16,2021,8,16,16.464207
Norfolk,2021-09-16,2021,9,16,16.616989
Norfolk,2021-10-16,2021,10,16,11.968798
Norfolk,2021-11-16,2021,11,16,7.563576
Norfolk,2021-12-16,2021,12,16,5.786649
Norfolk,2022-01-16,2022,1,16,4.394946
Norfolk,2022-02-16,2022,2,16,6.642419
Norfolk,2022-03-16,2022,3,16,7.66024
Norfolk,2022-04-16,2022,4,16,9.189885
Norfolk,2022-05-16,2022,5,16,13.53553
Norfolk,2022-06-16,2022,6,16,15.552099
Norfolk,2022-07-16,2022,7,16,19.009871
Norfolk,2022-08-16,2022,8,16,19.359798
Norfolk,2022-09-16,2022,9,16,14.908682
Norfolk,2022-10-16,2022,10,16,13.209643
Norfolk,2022-11-16,2022,11,16,9.055313
Norfolk,2022-12-16,2022,12,16,3.779678
Norfolk,2023-01-16,2023,1,16,4.843335
Norfolk,2023-02-16,2023,2,16,6.390097
Norfolk,2023-03-16,2023,3,16,7.081508
Norfolk,2023-04-16,2023,4,16,8.675022
Norfolk,2023-05-16,2023,5,16,12.00739
Norfolk,2023-06-16,2023,6,16,16.848053
Norfolk,2023-07-16,2023,7,16,17.194956
Norfolk,2023-08-16,2023,8,16,17.235056
Norfolk,2023-09-16,2023,9,16,17.418715
Norfolk,2023-10-16,2023,10,16,12.940565
Norfolk,2023-11-16,2023,11,16,7.297266
Norfolk,2023-12-16,2023,12,16,7.012917
Norfolk,2024-01-16,2024,1,16,4.746544
Norfolk,2024-02-16,2024,2,16,8.034698
Norfolk,2024-03-16,2024,3,16,8.470037
Norfolk,2024-04-16,2024,4,16,9.884022
Norfolk,2024-05-16,2024,5,16,13.845214
Norfolk,2024-06-16,2024,6,16,14.514973
Norfolk,2024-07-16,2024,7,16,16.862665
Norfolk,2024-08-16,2024,8,16,18.284422
Norfolk,2024-09-16,2024,9,16,15.106919
Norfolk,2024-10-16,2024,10,16,11.849964
Norfolk,2024-11-16,2024,11,16,7.435317
Norfolk,2024-12-16,2024,12,16,6.768901
Nottinghamshire,1884-01-16,1884,1,16,5.938917
Nottinghamshire,1884-02-16,1884,2,16,5.124844
Nottinghamshire,1884-03-16,1884,3,16,6.097681
Nottinghamshire,1884-04-16,1884,4,16,7.018466
Nottinghamshire,1884-05-16,1884,5,16,11.344804
Nottinghamshire,1884-06-16,1884,6,16,13.881786
Nottinghamshire,1884-07-16,1884,7,16,16.427671
Nottinghamshire,1884-08-16,1884,8,16,17.289942
Nottinghamshire,1884-09-16,1884,9,16,14.494105
Nottinghamshire,1884-10-16,1884,10,16,8.802427
Nottinghamshire,1884-11-16,1884,11,16,5.261183
Nottinghamshire,1884-12-16,1884,12,16,3.839142
Nottinghamshire,1885-01-16,1885,1,16,2.174468
Nottinghamshire,1885-02-16,1885,2,16,5.419303
Nottinghamshire,1885-03-16,1885,3,16,4.354078
Nottinghamshire,1885-04-16,1885,4,16,7.773347
Nottinghamshire,1885-05-16,1885,5,16,8.802207
Nottinghamshire,1885-06-16,1885,6,16,14.28962
Nottinghamshire,1885-07-16,1885,7,16,16.467798
Nottinghamshire,1885-08-16,1885,8,16,13.690998
Nottinghamshire,1885-09-16,1885,9,16,12.325926
Nottinghamshire,1885-10-16,1885,10,16,7.230327
Nottinghamshire,1885-11-16,1885,11,16,5.473179
Nottinghamshire,1885-12-16,1885,12,16,3.387662
Nottinghamshire,1886-01-16,1886,1,16,1.741265
Nottinghamshire,1886-02-16,1886,2,16,1.209141
Nottinghamshire,1886-03-16,1886,3,16,3.788786
Nottinghamshire,1886-04-16,1886,4,16,7.207771
Nottinghamshire,1886-05-16,1886,5,16,10.173733
Nottinghamshire,1886-06-16,1886,6,16,13.044075
Nottinghamshire,1886-07-16,1886,7,16,16.017883
Nottinghamshire,1886-08-16,1886,8,16,16.113567
Nottinghamshire,1886-09-16,1886,9,16,13.748962
Nottinghamshire,1886-10-16,1886,10,16,11.018357
Nottinghamshire,1886-11-16,1886,11,16,6.03124
Nottinghamshire,1886-12-16,1886,12,16,1.651917
Nottinghamshire,1887-01-16,1887,1,16,1.39952
Nottinghamshire,1887-02-16,1887,2,16,3.896903
Nottinghamshire,1887-03-16,1887,3,16,3.855819
Nottinghamshire,1887-04-16,1887,4,16,6.745292
Nottinghamshire,1887-05-16,1887,5,16,9.224509
Nottinghamshire,1887-06-16,1887,6,16,15.625874
Nottinghamshire,1887-07-16,1887,7,16,17.87335
Nottinghamshire,1887-08-16,1887,8,16,15.506516
Nottinghamshire,1887-09-16,1887,9,16,11.38758
Nottinghamshire,1887-10-16,1887,10,16,6.901423
Nottinghamshire,1887-11-16,1887,11,16,4.631573
Nottinghamshire,1887-12-16,1887,12,16,2.65082
Nottinghamshire,1888-01-16,1888,1,16,3.038754
Nottinghamshire,1888-02-16,1888,2,16,1.984384
