variable,mean,median,sd,mad,q5,q95,q2.5,q16.7,q83.3,q97.5,Sp,Sex
Intercept,2.3840041934953202,2.3839855587354823,0.0023757560043732298,0.0023917296442831403,2.380053639832949,2.3879443113105454,2.3791839658865612,2.381747454471526,2.386353543891109,2.3885389161297406,Cupido minimus,female
lprior,-3.229357668586054,-3.229357975201663,4.457404404549777e-4,4.48997217221989e-4,-3.2300965445101992,-3.228617104610775,-3.2302608216772213,-3.229780602380993,-3.2289189443192985,-3.228511425231149,Cupido minimus,female
lp__,1122.894935151339,1123.1976612227106,1.582651137526153,1.4026456760679287,1119.936704201113,1124.8423282915958,1119.04772754201,1121.5440377515056,1124.3353062241754,1124.9868265240027,Cupido minimus,female
b_Intercept,2.4455081204349685,2.44369348503081,0.2450762150084078,0.24725609782319702,2.0460599085160465,2.850445407661603,1.974601024647367,2.2026080332396103,2.682131928798482,2.9376495701609335,Erynnis tages,female
b_YearRescale,0.02840290197004439,0.028320636342340937,0.011005372927684953,0.010501728208797594,0.009956417453852902,0.046834559451216645,0.006761773195049478,0.01808850952780447,0.0388099293471435,0.05004556572079999,Erynnis tages,female
b_Temp,0.004599360541030309,0.004603211868498807,0.0021991818478613702,0.0022359693067128786,0.0010442773699884194,0.00821612221931242,4.075540565531594e-4,0.00248689832987922,0.006720964430495892,0.008886482635178867,Erynnis tages,female
b_Latitude,-8.695745916815897e-4,-8.406122886098661e-4,0.004663138388291233,0.004693822220288451,-0.008646094356945222,0.006806480885625878,-0.010155828242883231,-0.005423947905008898,0.0036633348665091126,0.008128261076964282,Erynnis tages,female
sigma,0.05420632107492796,0.05415230516833664,0.0016824173963991514,0.0016482605717232418,0.051462183475097324,0.057039179860012196,0.05104231926124604,0.052598684487359874,0.05584889207467751,0.057605369801877214,Erynnis tages,female
Intercept,2.512103125627968,2.5121053756239426,0.0023904126061370912,0.002451078433287242,2.508195417232162,2.516051884159401,2.5074469569198574,2.5098323142261876,2.5144245788217487,2.5167234557390654,Erynnis tages,female
lprior,-3.20667037154346,-3.206670316745056,3.898584275552974e-4,3.9760152800708877e-4,-3.2073119364993463,-3.206027894603921,-3.2074281403940277,-3.2070391363462263,-3.206293077096614,-3.205918766344613,Erynnis tages,female
lp__,767.8125023071235,768.1160407686677,1.5417330588101843,1.417446917992619,764.8911498857265,769.7180535804821,764.0091169261293,766.4346401937341,769.2345714663702,769.8576288461084,Erynnis tages,female
b_Intercept,2.2585806895623413,2.261946087741169,0.6305040325883959,0.633074841351638,1.2260385943352046,3.2922671155509358,1.0234897454531693,1.655718060390721,2.8661178269009806,3.4810825678138513,Euphydryas aurinia,female
b_YearRescale,-0.016669091860493646,-0.016127759336375447,0.023006062857253443,0.02300935405856343,-0.0552151716723239,0.020412653003972835,-0.062137232979118676,-0.0397978733013447,0.005662508152179827,0.027834892193181318,Euphydryas aurinia,female
b_Temp,0.001078991453762726,0.0010608872425983255,0.004703730986886029,0.00463157782482906,-0.0065891393859416145,0.008775204913501224,-0.008149051852590449,-0.0034868450708752117,0.005652718410801433,0.010263135721927042,Euphydryas aurinia,female
b_Latitude,0.015026490125862794,0.014984319830402559,0.012095953523123306,0.01218782748240755,-0.0049400201359985005,0.034766375228433885,-0.008737180206846799,0.0034221520330654192,0.02679376538012296,0.03856901469761533,Euphydryas aurinia,female
sigma,0.07903770207034427,0.0789736140446283,0.0035813229640720423,0.0034984165703321997,0.07329465173912209,0.08499714850350873,0.07230457679951137,0.07561698695927617,0.08242553102708497,0.08622205253855457,Euphydryas aurinia,female
Intercept,3.016307268688289,3.016338111288872,0.005118049788415237,0.005034072650351173,3.0077155892143588,3.0245897221027054,3.0060307710097325,3.0114486527457553,3.021249864939682,3.026208802840018,Euphydryas aurinia,female
